,model,item_id,prediction_date,ts,value,sell_price,daily_revenue,sell_price_w_disount,value_increase,value_w_disount,daily_revenue_w_disount
18,Naive weekly,FOODS_3_586,2011-12-03,2011-12-03,536.0,1.541852861035419,826.4331335149845,1.541852861035419,0.0,536.0,826.4331335149845
19,Naive weekly,FOODS_3_090,2011-12-03,2011-12-03,894.0,1.344863760217981,1202.3082016348749,1.0758910081743849,0.30000000000000004,1162.2,1250.4005297002702
20,Naive weekly,FOODS_3_587,2011-12-04,2011-12-04,395.0,2.6426158038146923,1043.8332425068033,2.3783542234332233,0.15000000000000002,454.25,1080.3674059945417
21,Naive weekly,FOODS_3_252,2011-12-04,2011-12-04,251.0,1.4800000000000073,371.48000000000184,1.4800000000000073,0.0,251.0,371.48000000000184
22,Naive weekly,FOODS_3_555,2011-12-04,2011-12-04,302.0,1.5416621253405955,465.5819618528599,1.5416621253405955,0.0,302.0,465.5819618528599
23,Naive weekly,FOODS_3_586,2011-12-04,2011-12-04,532.0,1.541852861035419,820.2657220708429,1.541852861035419,0.0,532.0,820.2657220708429
24,Naive weekly,FOODS_3_090,2011-12-04,2011-12-04,816.0,1.344863760217981,1097.4088283378724,0.9414046321525866,0.44999999999999996,1183.2,1113.8699607629405
25,Naive weekly,FOODS_3_587,2011-12-05,2011-12-05,312.0,2.6426158038146923,824.496130790184,2.6426158038146923,0.0,312.0,824.496130790184
26,Naive weekly,FOODS_3_252,2011-12-05,2011-12-05,185.0,1.4800000000000073,273.8000000000014,1.4800000000000073,0.0,185.0,273.8000000000014
27,Naive weekly,FOODS_3_555,2011-12-05,2011-12-05,227.0,1.5416621253405955,349.95730245231516,1.0791634877384169,0.44999999999999996,329.15,355.20666198909987
28,Naive weekly,FOODS_3_586,2011-12-05,2011-12-05,449.0,1.541852861035419,692.2919346049031,1.541852861035419,0.0,449.0,692.2919346049031
29,Naive weekly,FOODS_3_090,2011-12-05,2011-12-05,549.0,1.344863760217981,738.3302043596715,1.344863760217981,0.0,549.0,738.3302043596715
30,Naive weekly,FOODS_3_587,2011-12-06,2011-12-06,282.0,2.6426158038146923,745.2176566757432,2.6426158038146923,0.0,282.0,745.2176566757432
31,Naive weekly,FOODS_3_252,2011-12-06,2011-12-06,185.0,1.4800000000000073,273.8000000000014,1.4800000000000073,0.0,185.0,273.8000000000014
32,Naive weekly,FOODS_3_555,2011-12-06,2011-12-06,193.0,1.5416621253405955,297.5407901907349,1.5416621253405955,0.0,193.0,297.5407901907349
33,Naive weekly,FOODS_3_586,2011-12-06,2011-12-06,386.0,1.541852861035419,595.1552043596718,1.541852861035419,0.0,386.0,595.1552043596718
34,Naive weekly,FOODS_3_090,2011-12-06,2011-12-06,618.0,1.344863760217981,831.1258038147122,1.344863760217981,0.0,618.0,831.1258038147122
35,Naive weekly,FOODS_3_587,2011-12-07,2011-12-07,240.0,2.6426158038146923,634.2277929155262,2.6426158038146923,0.0,240.0,634.2277929155262
36,Naive weekly,FOODS_3_252,2011-12-07,2011-12-07,171.0,1.4800000000000073,253.08000000000126,1.4800000000000073,0.0,171.0,253.08000000000126
37,Naive weekly,FOODS_3_555,2011-12-07,2011-12-07,218.0,1.5416621253405955,336.08234332424985,1.5416621253405955,0.0,218.0,336.08234332424985
38,Naive weekly,FOODS_3_586,2011-12-07,2011-12-07,412.0,1.541852861035419,635.2433787465926,0.9251117166212514,0.6000000000000001,659.2,609.833643596729
39,Naive weekly,FOODS_3_090,2011-12-07,2011-12-07,700.0,1.344863760217981,941.4046321525866,1.0758910081743849,0.30000000000000004,910.0,979.0608174386903
40,Naive weekly,FOODS_3_587,2011-12-08,2011-12-08,224.0,2.6426158038146923,591.9459400544911,1.3213079019073461,0.75,392.0,517.9526975476797
41,Naive weekly,FOODS_3_252,2011-12-08,2011-12-08,245.0,1.4800000000000073,362.6000000000018,1.3320000000000065,0.15000000000000002,281.75,375.2910000000018
42,Naive weekly,FOODS_3_555,2011-12-08,2011-12-08,323.0,1.5416621253405955,497.95686648501237,1.5416621253405955,0.0,323.0,497.95686648501237
43,Naive weekly,FOODS_3_586,2011-12-08,2011-12-08,530.0,1.541852861035419,817.1820163487721,1.541852861035419,0.0,530.0,817.1820163487721
44,Naive weekly,FOODS_3_090,2011-12-08,2011-12-08,767.0,1.344863760217981,1031.5105040871913,1.210377384196183,0.15000000000000002,882.05,1067.613371730243
45,Naive weekly,FOODS_3_587,2011-12-09,2011-12-09,263.0,2.6426158038146923,695.0079564032641,2.6426158038146923,0.0,263.0,695.0079564032641
46,Naive weekly,FOODS_3_252,2011-12-09,2011-12-09,271.0,1.4800000000000073,401.080000000002,1.4800000000000073,0.0,271.0,401.080000000002
47,Naive weekly,FOODS_3_555,2011-12-09,2011-12-09,353.0,1.5416621253405955,544.2067302452302,1.5416621253405955,0.0,353.0,544.2067302452302
48,Naive weekly,FOODS_3_586,2011-12-09,2011-12-09,631.0,1.541852861035419,972.9091553133494,1.2334822888283352,0.30000000000000004,820.3000000000001,1011.8255215258835
49,Naive weekly,FOODS_3_090,2011-12-09,2011-12-09,901.0,1.344863760217981,1211.722247956401,1.344863760217981,0.0,901.0,1211.722247956401
50,Naive weekly,FOODS_3_587,2011-12-10,2011-12-10,374.0,2.6426158038146923,988.3383106266949,2.6426158038146923,0.0,374.0,988.3383106266949
51,Naive weekly,FOODS_3_252,2011-12-10,2011-12-10,362.0,1.4800000000000073,535.7600000000026,1.4800000000000073,0.0,362.0,535.7600000000026
52,Naive weekly,FOODS_3_555,2011-12-10,2011-12-10,410.0,1.5416621253405955,632.0814713896442,1.5416621253405955,0.0,410.0,632.0814713896442
53,Naive weekly,FOODS_3_586,2011-12-10,2011-12-10,731.0,1.541852861035419,1127.0944414168912,1.541852861035419,0.0,731.0,1127.0944414168912
54,Naive weekly,FOODS_3_090,2011-12-10,2011-12-10,1318.0,1.344863760217981,1772.530435967299,0.9414046321525866,0.44999999999999996,1911.1,1799.1183925068083
55,Naive weekly,FOODS_3_587,2011-12-11,2011-12-11,406.0,2.6426158038146923,1072.902016348765,2.6426158038146923,0.0,406.0,1072.902016348765
56,Naive weekly,FOODS_3_252,2011-12-11,2011-12-11,294.0,1.4800000000000073,435.12000000000216,1.4800000000000073,0.0,294.0,435.12000000000216
57,Naive weekly,FOODS_3_555,2011-12-11,2011-12-11,354.0,1.5416621253405955,545.7483923705709,1.5416621253405955,0.0,354.0,545.7483923705709
58,Naive weekly,FOODS_3_586,2011-12-11,2011-12-11,712.0,1.541852861035419,1097.7992370572183,1.2334822888283352,0.30000000000000004,925.6,1141.7112065395072
59,Naive weekly,FOODS_3_090,2011-12-11,2011-12-11,1171.0,1.344863760217981,1574.8354632152557,1.344863760217981,0.0,1171.0,1574.8354632152557
60,Naive weekly,FOODS_3_587,2011-12-12,2011-12-12,314.0,2.6426158038146923,829.7813623978134,2.6426158038146923,0.0,314.0,829.7813623978134
61,Naive weekly,FOODS_3_252,2011-12-12,2011-12-12,194.0,1.4800000000000073,287.1200000000014,1.4800000000000073,0.0,194.0,287.1200000000014
62,Naive weekly,FOODS_3_555,2011-12-12,2011-12-12,269.0,1.5416621253405955,414.7071117166202,1.5416621253405955,0.0,269.0,414.7071117166202
63,Naive weekly,FOODS_3_586,2011-12-12,2011-12-12,519.0,1.541852861035419,800.2216348773825,1.541852861035419,0.0,519.0,800.2216348773825
64,Naive weekly,FOODS_3_090,2011-12-12,2011-12-12,851.0,1.344863760217981,1144.4790599455018,1.0758910081743849,0.30000000000000004,1106.3,1190.258222343322
65,Naive weekly,FOODS_3_587,2011-12-13,2011-12-13,230.0,2.6426158038146923,607.8016348773792,1.8498310626702845,0.44999999999999996,333.5,616.9186594005399
66,Naive weekly,FOODS_3_252,2011-12-13,2011-12-13,183.0,1.4800000000000073,270.84000000000134,1.4800000000000073,0.0,183.0,270.84000000000134
67,Naive weekly,FOODS_3_555,2011-12-13,2011-12-13,242.0,1.5416621253405955,373.08223433242415,1.5416621253405955,0.0,242.0,373.08223433242415
68,Naive weekly,FOODS_3_586,2011-12-13,2011-12-13,458.0,1.541852861035419,706.1686103542219,1.541852861035419,0.0,458.0,706.1686103542219
69,Naive weekly,FOODS_3_090,2011-12-13,2011-12-13,779.0,1.344863760217981,1047.6488692098071,1.344863760217981,0.0,779.0,1047.6488692098071
70,Naive weekly,FOODS_3_587,2011-12-14,2011-12-14,231.0,2.6426158038146923,610.4442506811939,2.6426158038146923,0.0,231.0,610.4442506811939
71,Naive weekly,FOODS_3_252,2011-12-14,2011-12-14,181.0,1.4800000000000073,267.8800000000013,1.3320000000000065,0.15000000000000002,208.15,277.2558000000014
72,Naive weekly,FOODS_3_555,2011-12-14,2011-12-14,247.0,1.5416621253405955,380.7905449591271,1.5416621253405955,0.0,247.0,380.7905449591271
73,Naive weekly,FOODS_3_586,2011-12-14,2011-12-14,450.0,1.541852861035419,693.8337874659385,1.0792970027247932,0.44999999999999996,652.5,704.2412942779276
74,Naive weekly,FOODS_3_090,2011-12-14,2011-12-14,745.0,1.344863760217981,1001.9235013623958,1.344863760217981,0.0,745.0,1001.9235013623958
75,Naive weekly,FOODS_3_587,2011-12-15,2011-12-15,249.0,2.6426158038146923,658.0113351498584,2.6426158038146923,0.0,249.0,658.0113351498584
76,Naive weekly,FOODS_3_252,2011-12-15,2011-12-15,202.0,1.4800000000000073,298.96000000000146,1.4800000000000073,0.0,202.0,298.96000000000146
77,Naive weekly,FOODS_3_555,2011-12-15,2011-12-15,298.0,1.5416621253405955,459.41531335149745,1.5416621253405955,0.0,298.0,459.41531335149745
78,Naive weekly,FOODS_3_586,2011-12-15,2011-12-15,522.0,1.541852861035419,804.8471934604887,1.541852861035419,0.0,522.0,804.8471934604887
79,Naive weekly,FOODS_3_090,2011-12-15,2011-12-15,679.0,1.344863760217981,913.1624931880091,0.9414046321525866,0.44999999999999996,984.55,926.8599305858291
80,Naive weekly,FOODS_3_587,2011-12-16,2011-12-16,263.0,2.6426158038146923,695.0079564032641,2.6426158038146923,0.0,263.0,695.0079564032641
81,Naive weekly,FOODS_3_252,2011-12-16,2011-12-16,265.0,1.4800000000000073,392.2000000000019,1.0360000000000051,0.44999999999999996,384.25,398.08300000000196
82,Naive weekly,FOODS_3_555,2011-12-16,2011-12-16,362.0,1.5416621253405955,558.0816893732956,1.5416621253405955,0.0,362.0,558.0816893732956
83,Naive weekly,FOODS_3_586,2011-12-16,2011-12-16,594.0,1.541852861035419,915.8605994550388,1.2334822888283352,0.30000000000000004,772.2,952.4950234332405
84,Naive weekly,FOODS_3_090,2011-12-16,2011-12-16,1006.0,1.344863760217981,1352.9329427792889,1.344863760217981,0.0,1006.0,1352.9329427792889
85,Naive weekly,FOODS_3_587,2011-12-17,2011-12-17,353.0,2.6426158038146923,932.8433787465864,2.6426158038146923,0.0,353.0,932.8433787465864
86,Naive weekly,FOODS_3_252,2011-12-17,2011-12-17,375.0,1.4800000000000073,555.0000000000027,1.4800000000000073,0.0,375.0,555.0000000000027
87,Naive weekly,FOODS_3_555,2011-12-17,2011-12-17,418.0,1.5416621253405955,644.414768392369,1.5416621253405955,0.0,418.0,644.414768392369
88,Naive weekly,FOODS_3_586,2011-12-17,2011-12-17,684.0,1.541852861035419,1054.6273569482266,1.541852861035419,0.0,684.0,1054.6273569482266
89,Naive weekly,FOODS_3_090,2011-12-17,2011-12-17,1210.0,1.344863760217981,1627.285149863757,1.344863760217981,0.0,1210.0,1627.285149863757
90,Naive weekly,FOODS_3_587,2011-12-18,2011-12-18,374.0,2.6426158038146923,988.3383106266949,1.5855694822888153,0.6000000000000001,598.4000000000001,948.8047782016272
91,Naive weekly,FOODS_3_252,2011-12-18,2011-12-18,320.0,1.4800000000000073,473.60000000000235,1.4800000000000073,0.0,320.0,473.60000000000235
92,Naive weekly,FOODS_3_555,2011-12-18,2011-12-18,446.0,1.5416621253405955,687.5813079019056,1.2333297002724766,0.30000000000000004,579.8,715.0845602179819
93,Naive weekly,FOODS_3_586,2011-12-18,2011-12-18,769.0,1.541852861035419,1185.6848501362372,1.2334822888283352,0.30000000000000004,999.7,1233.1122441416867
94,Naive weekly,FOODS_3_090,2011-12-18,2011-12-18,1077.0,1.344863760217981,1448.4182697547656,1.210377384196183,0.15000000000000002,1238.55,1499.1129091961823
95,Naive weekly,FOODS_3_587,2011-12-19,2011-12-19,340.0,2.6426158038146923,898.4893732969954,2.6426158038146923,0.0,340.0,898.4893732969954
96,Naive weekly,FOODS_3_252,2011-12-19,2011-12-19,199.0,1.4800000000000073,294.52000000000146,1.4800000000000073,0.0,199.0,294.52000000000146
97,Naive weekly,FOODS_3_555,2011-12-19,2011-12-19,310.0,1.5416621253405955,477.9152588555846,1.5416621253405955,0.0,310.0,477.9152588555846
98,Naive weekly,FOODS_3_586,2011-12-19,2011-12-19,552.0,1.541852861035419,851.1027792915513,1.2334822888283352,0.30000000000000004,717.6,885.1468904632134
99,Naive weekly,FOODS_3_090,2011-12-19,2011-12-19,748.0,1.344863760217981,1005.9580926430498,1.344863760217981,0.0,748.0,1005.9580926430498
100,Naive weekly,FOODS_3_587,2011-12-20,2011-12-20,230.0,2.6426158038146923,607.8016348773792,1.5855694822888153,0.6000000000000001,368.0,583.4895694822841
101,Naive weekly,FOODS_3_252,2011-12-20,2011-12-20,185.0,1.4800000000000073,273.8000000000014,1.4800000000000073,0.0,185.0,273.8000000000014
102,Naive weekly,FOODS_3_555,2011-12-20,2011-12-20,287.0,1.5416621253405955,442.45702997275095,1.5416621253405955,0.0,287.0,442.45702997275095
103,Naive weekly,FOODS_3_586,2011-12-20,2011-12-20,516.0,1.541852861035419,795.5960762942761,1.541852861035419,0.0,516.0,795.5960762942761
104,Naive weekly,FOODS_3_090,2011-12-20,2011-12-20,853.0,1.344863760217981,1147.1687874659378,0.9414046321525866,0.44999999999999996,1236.85,1164.3763192779268
105,Naive weekly,FOODS_3_587,2011-12-21,2011-12-21,223.0,2.6426158038146923,589.3033242506764,2.6426158038146923,0.0,223.0,589.3033242506764
106,Naive weekly,FOODS_3_252,2011-12-21,2011-12-21,203.0,1.4800000000000073,300.4400000000015,1.4800000000000073,0.0,203.0,300.4400000000015
107,Naive weekly,FOODS_3_555,2011-12-21,2011-12-21,339.0,1.5416621253405955,522.6234604904619,1.2333297002724766,0.30000000000000004,440.70000000000005,543.5283989100805
108,Naive weekly,FOODS_3_586,2011-12-21,2011-12-21,573.0,1.541852861035419,883.481689373295,1.541852861035419,0.0,573.0,883.481689373295
109,Naive weekly,FOODS_3_090,2011-12-21,2011-12-21,862.0,1.344863760217981,1159.2725613078997,1.344863760217981,0.0,862.0,1159.2725613078997
110,Naive weekly,FOODS_3_587,2011-12-22,2011-12-22,125.0,2.6426158038146923,330.32697547683654,2.6426158038146923,0.0,125.0,330.32697547683654
111,Naive weekly,FOODS_3_252,2011-12-22,2011-12-22,236.0,1.4800000000000073,349.28000000000173,1.4800000000000073,0.0,236.0,349.28000000000173
112,Naive weekly,FOODS_3_555,2011-12-22,2011-12-22,318.0,1.5416621253405955,490.2485558583094,1.2333297002724766,0.30000000000000004,413.40000000000003,509.85849809264187
113,Naive weekly,FOODS_3_586,2011-12-22,2011-12-22,582.0,1.541852861035419,897.3583651226138,1.541852861035419,0.0,582.0,897.3583651226138
114,Naive weekly,FOODS_3_090,2011-12-22,2011-12-22,965.0,1.344863760217981,1297.7935286103516,1.344863760217981,0.0,965.0,1297.7935286103516
115,Naive weekly,FOODS_3_587,2011-12-23,2011-12-23,118.0,2.6426158038146923,311.8286648501337,2.3783542234332233,0.15000000000000002,135.7,322.7426681198884
116,Naive weekly,FOODS_3_252,2011-12-23,2011-12-23,254.0,1.4800000000000073,375.92000000000183,1.4800000000000073,0.0,254.0,375.92000000000183
117,Naive weekly,FOODS_3_555,2011-12-23,2011-12-23,346.0,1.5416621253405955,533.4150953678461,1.387495912806536,0.15000000000000002,397.9,552.0846237057207
118,Naive weekly,FOODS_3_586,2011-12-23,2011-12-23,604.0,1.541852861035419,931.279128065393,1.541852861035419,0.0,604.0,931.279128065393
119,Naive weekly,FOODS_3_090,2011-12-23,2011-12-23,1277.0,1.344863760217981,1717.3910217983616,1.344863760217981,0.0,1277.0,1717.3910217983616
120,Naive weekly,FOODS_3_587,2011-12-24,2011-12-24,168.0,2.6426158038146923,443.9594550408683,2.6426158038146923,0.0,168.0,443.9594550408683
121,Naive weekly,FOODS_3_252,2011-12-24,2011-12-24,436.0,1.4800000000000073,645.2800000000032,1.184000000000006,0.30000000000000004,566.8,671.0912000000033
122,Naive weekly,FOODS_3_555,2011-12-24,2011-12-24,430.0,1.5416621253405955,662.9147138964561,1.5416621253405955,0.0,430.0,662.9147138964561
123,Naive weekly,FOODS_3_586,2011-12-24,2011-12-24,794.0,1.541852861035419,1224.2311716621227,1.541852861035419,0.0,794.0,1224.2311716621227
124,Naive weekly,FOODS_3_090,2011-12-24,2011-12-24,1273.0,1.344863760217981,1712.0115667574896,1.344863760217981,0.0,1273.0,1712.0115667574896
125,Naive weekly,FOODS_3_587,2011-12-25,2011-12-25,190.0,2.6426158038146923,502.09700272479154,2.6426158038146923,0.0,190.0,502.09700272479154
126,Naive weekly,FOODS_3_252,2011-12-25,2011-12-25,367.0,1.4800000000000073,543.1600000000027,1.4800000000000073,0.0,367.0,543.1600000000027
127,Naive weekly,FOODS_3_555,2011-12-25,2011-12-25,409.0,1.5416621253405955,630.5398092643036,1.5416621253405955,0.0,409.0,630.5398092643036
128,Naive weekly,FOODS_3_586,2011-12-25,2011-12-25,730.0,1.541852861035419,1125.552588555856,1.541852861035419,0.0,730.0,1125.552588555856
129,Naive weekly,FOODS_3_090,2011-12-25,2011-12-25,929.0,1.344863760217981,1249.3784332425043,1.0758910081743849,0.30000000000000004,1207.7,1299.3535705722047
130,Naive weekly,FOODS_3_587,2011-12-26,2011-12-26,206.0,2.6426158038146923,544.3788555858266,2.6426158038146923,0.0,206.0,544.3788555858266
131,Naive weekly,FOODS_3_252,2011-12-26,2011-12-26,275.0,1.4800000000000073,407.000000000002,1.0360000000000051,0.44999999999999996,398.75,413.10500000000206
132,Naive weekly,FOODS_3_555,2011-12-26,2011-12-26,344.0,1.5416621253405955,530.3317711171649,1.5416621253405955,0.0,344.0,530.3317711171649
133,Naive weekly,FOODS_3_586,2011-12-26,2011-12-26,596.0,1.541852861035419,918.9443051771098,1.541852861035419,0.0,596.0,918.9443051771098
134,Naive weekly,FOODS_3_090,2011-12-26,2011-12-26,1069.0,1.344863760217981,1437.6593596730215,0.9414046321525866,0.44999999999999996,1550.05,1459.2242500681168
135,Naive weekly,FOODS_3_587,2011-12-27,2011-12-27,203.0,2.6426158038146923,536.4510081743825,2.6426158038146923,0.0,203.0,536.4510081743825
136,Naive weekly,FOODS_3_252,2011-12-27,2011-12-27,251.0,1.4800000000000073,371.48000000000184,1.4800000000000073,0.0,251.0,371.48000000000184
137,Naive weekly,FOODS_3_555,2011-12-27,2011-12-27,345.0,1.5416621253405955,531.8734332425055,1.5416621253405955,0.0,345.0,531.8734332425055
138,Naive weekly,FOODS_3_586,2011-12-27,2011-12-27,612.0,1.541852861035419,943.6139509536764,0.7709264305177095,0.75,1071.0,825.6622070844669
139,Naive weekly,FOODS_3_090,2011-12-27,2011-12-27,798.0,1.344863760217981,1073.2012806539487,1.344863760217981,0.0,798.0,1073.2012806539487
140,Naive weekly,FOODS_3_587,2011-12-28,2011-12-28,144.0,2.6426158038146923,380.5366757493157,2.6426158038146923,0.0,144.0,380.5366757493157
141,Naive weekly,FOODS_3_252,2011-12-28,2011-12-28,284.0,1.4800000000000073,420.3200000000021,1.4800000000000073,0.0,284.0,420.3200000000021
142,Naive weekly,FOODS_3_555,2011-12-28,2011-12-28,323.0,1.5416621253405955,497.95686648501237,1.387495912806536,0.15000000000000002,371.45,515.3853568119878
143,Naive weekly,FOODS_3_586,2011-12-28,2011-12-28,608.0,1.541852861035419,937.4465395095348,1.541852861035419,0.0,608.0,937.4465395095348
144,Naive weekly,FOODS_3_090,2011-12-28,2011-12-28,789.0,1.344863760217981,1061.097506811987,1.344863760217981,0.0,789.0,1061.097506811987
145,Naive weekly,FOODS_3_587,2011-12-29,2011-12-29,195.0,2.6426158038146923,515.310081743865,2.6426158038146923,0.0,195.0,515.310081743865
146,Naive weekly,FOODS_3_252,2011-12-29,2011-12-29,306.0,1.4800000000000073,452.8800000000022,1.0360000000000051,0.44999999999999996,443.7,459.6732000000023
147,Naive weekly,FOODS_3_555,2011-12-29,2011-12-29,418.0,1.5416621253405955,644.414768392369,1.5416621253405955,0.0,418.0,644.414768392369
148,Naive weekly,FOODS_3_586,2011-12-29,2011-12-29,743.0,1.541852861035419,1145.5966757493163,1.2334822888283352,0.30000000000000004,965.9000000000001,1191.420542779289
149,Naive weekly,FOODS_3_090,2011-12-29,2011-12-29,970.0,1.344863760217981,1304.5178474114416,1.344863760217981,0.0,970.0,1304.5178474114416
150,Naive weekly,FOODS_3_587,2011-12-30,2011-12-30,213.0,2.6426158038146923,562.8771662125295,1.8498310626702845,0.44999999999999996,308.85,571.3203237057174
151,Naive weekly,FOODS_3_252,2011-12-30,2011-12-30,418.0,1.4800000000000073,618.640000000003,1.4800000000000073,0.0,418.0,618.640000000003
152,Naive weekly,FOODS_3_555,2011-12-30,2011-12-30,549.0,1.5416621253405955,846.3725068119869,1.387495912806536,0.15000000000000002,631.35,875.9955445504065
153,Naive weekly,FOODS_3_586,2011-12-30,2011-12-30,984.0,1.541852861035419,1517.1832152588522,1.541852861035419,0.0,984.0,1517.1832152588522
154,Naive weekly,FOODS_3_090,2011-12-30,2011-12-30,1671.0,1.344863760217981,2247.267343324246,1.344863760217981,0.0,1671.0,2247.267343324246
155,Naive weekly,FOODS_3_587,2011-12-31,2011-12-31,200.0,2.6426158038146923,528.5231607629385,2.6426158038146923,0.0,200.0,528.5231607629385
156,Naive weekly,FOODS_3_252,2011-12-31,2011-12-31,295.0,1.4800000000000073,436.6000000000022,1.0360000000000051,0.44999999999999996,427.75,443.1490000000022
157,Naive weekly,FOODS_3_555,2011-12-31,2011-12-31,431.0,1.5416621253405955,664.4563760217967,1.5416621253405955,0.0,431.0,664.4563760217967
158,Naive weekly,FOODS_3_586,2011-12-31,2011-12-31,721.0,1.541852861035419,1111.675912806537,1.541852861035419,0.0,721.0,1111.675912806537
159,Naive weekly,FOODS_3_090,2011-12-31,2011-12-31,2258.0,1.344863760217981,3036.702370572201,1.210377384196183,0.15000000000000002,2596.7,3142.986953542228
160,Naive weekly,FOODS_3_587,2012-01-01,2012-01-01,230.0,2.6426158038146923,607.8016348773792,2.6426158038146923,0.0,230.0,607.8016348773792
161,Naive weekly,FOODS_3_252,2012-01-01,2012-01-01,284.0,1.4800000000000073,420.3200000000021,1.4800000000000073,0.0,284.0,420.3200000000021
162,Naive weekly,FOODS_3_555,2012-01-01,2012-01-01,297.0,1.5416621253405955,457.8736512261569,1.5416621253405955,0.0,297.0,457.8736512261569
163,Naive weekly,FOODS_3_586,2012-01-01,2012-01-01,521.0,1.541852861035419,803.3053405994533,1.3876675749318772,0.15000000000000002,599.15,831.4210275204342
164,Naive weekly,FOODS_3_090,2012-01-01,2012-01-01,738.0,1.344863760217981,992.50945504087,1.344863760217981,0.0,738.0,992.50945504087
165,Naive weekly,FOODS_3_587,2012-01-02,2012-01-02,206.0,2.6426158038146923,544.3788555858266,2.6426158038146923,0.0,206.0,544.3788555858266
166,Naive weekly,FOODS_3_252,2012-01-02,2012-01-02,259.0,1.4800000000000073,383.32000000000187,0.7400000000000037,0.75,453.25,335.4050000000017
167,Naive weekly,FOODS_3_555,2012-01-02,2012-01-02,329.0,1.5416621253405955,507.20683923705593,1.5416621253405955,0.0,329.0,507.20683923705593
168,Naive weekly,FOODS_3_586,2012-01-02,2012-01-02,608.0,1.541852861035419,937.4465395095348,1.541852861035419,0.0,608.0,937.4465395095348
169,Naive weekly,FOODS_3_090,2012-01-02,2012-01-02,855.0,1.344863760217981,1149.8585149863736,1.344863760217981,0.0,855.0,1149.8585149863736
170,Naive weekly,FOODS_3_587,2012-01-03,2012-01-03,189.0,2.6426158038146923,499.45438692097684,2.3783542234332233,0.15000000000000002,217.35,516.9352904632111
171,Naive weekly,FOODS_3_252,2012-01-03,2012-01-03,222.0,1.4800000000000073,328.56000000000165,1.4800000000000073,0.0,222.0,328.56000000000165
172,Naive weekly,FOODS_3_555,2012-01-03,2012-01-03,281.0,1.5416621253405955,433.2070572207073,1.5416621253405955,0.0,281.0,433.2070572207073
173,Naive weekly,FOODS_3_586,2012-01-03,2012-01-03,490.0,1.541852861035419,755.5079019073553,1.541852861035419,0.0,490.0,755.5079019073553
174,Naive weekly,FOODS_3_090,2012-01-03,2012-01-03,739.0,1.344863760217981,993.8543188010879,1.344863760217981,0.0,739.0,993.8543188010879
